"Ontology","SIZE (KB)","SOV","ENR","TIP","EOG","RCH","CYC","GCI","HGCI","ESUB","DSUB","CSUB","SUPECHN","SUBECHN","SUBCCHN","SUPDCHN","DSUPECHN","DSUBECHN","DSUBCCHN","DSUPDCHN","ELCLSPRT","ELAXPRT","HLC","RHLC","IHR","IIR","ITR","IND","aNOC","mNOC","tNOC","aCID","mCID","tCID","aCOD","mCOD","tCOD","aDIT","mDIT","tDIT","aNOP","mNOP","tNOP","ENUM","ENUMP","NEG","NEGP","CONJ","CONJP","DISJ","DISJP","UF","UFP","EF","EFP","VALUE","VALUEP","SELF","SELFP","MNCAR","MNCARP","MXCAR","MXCARP","CAR","CARP","OBP","OBPP","DTP","DTPP","FUN","FUNP","SYM","SYMP","TRN","TRNP","IFUN","IFUNP","ASYM","ASYMP","REFLE","REFLEP","IRREF","IRREFP","SUBP","EQVP","DISP","INV","DOMN","RANG","CHN","CHNP","ELPROP"
"approximated_00779.owl_functional.owl","13096.0","33444","2.5838165839660427","10","2.0941208197240604","0.04854368932038835","53003","10","0","0.04926108374384237","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","43218","0","0","33238","0.9854368932038835","22","203","162.38349514563106","16296","33451","1.0922330097087378","3","225","0.0","0","0","1.0436893203883495","2","215","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","10","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","10","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","9","0","0","0","0","0","0","0.0","1.0"
"approximated_e90200c9-87bf-45b2-aea5-c2f2c9e1d50e_PaulFisher.rdf_functional.owl","40.0","162","1.2731958762886597","35","1.9999514436365413","0.4383561643835616","53","32","0","0.6153846153846154","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","89","0.7123287671232876","9","52","2.6301369863013697","32","192","1.904109589041096","3","139","0.0","0","0","1.4657534246575343","2","107","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","32","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","32","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_e8db2b6b-ad21-43e1-a6c5-f0b5513e95b3_classified.owl_functional.owl","581.0","2594","1.4854054054054053","553","2.064309783376301","0.06153250773993808","1347","133","0","0.0831369909121508","0.0","0.0","6","16","0","0","2","2","0","0","1.0","1.0","195","0.06228042159054615","200","0","0","102","1.1497678018575852","924","2971","1.2921826625386996","924","3339","1.3165634674922602","4","3402","0.0","0","0","1.2136222910216719","4","3136","0","0.0000","0","0.0000","107","0.6730","0","0.0000","0","0.0000","52","0.3270","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","89","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","49","0","0","0","0","0","22","0.24719101123595505","1.0"
"approximated_a8f6019c-f34e-4418-af12-f0f464881e4c_VAST2009all.owl_functional.owl","9643.0","6037","6.940426940261459","6","3.540077830565418","0.3","35898","6","0","0.4","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","6016","0.75","9","15","301.8","6009","6036","1.55","3","31","0.0","0","0","1.25","2","25","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","6","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","7","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_51b401f3-6b31-4933-8969-37d3beacd782_uo.owl_functional.owl","126.0","455","2.07741935483871","281","2.5587003673338087","0.021551724137931036","501","0","0","0.09153005464480875","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","0","1.5775862068965518","38","732","2.0560344827586206","38","954","2.081896551724138","5","966","0.0","0","0","1.603448275862069","4","744","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","10","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_5101ac50-defd-457e-a6f4-62f2e9ce5738_phenotypes.owl_functional.owl","117132.0","158685","2.8756247967701927","242336","2.9087524547997057","0.5733579535273591","862608","101985","0","0.7588155533087226","0.0","0.0","353199","290658","0","0","71","71","0","0","1.0","1.0","125128","0.20718820268439928","97722","0","0","18055","1.1622776514035638","3315","382702","2.4608116767749166","3315","810269","2.3631984790551193","34","778128","0.0","0","0","1.735978789378897","34","571604","0","0.0000","0","0.0000","12876","0.0682","0","0.0000","0","0.0000","175913","0.9318","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","189","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","87","0","0","0","0","0","59","0.31216931216931215","1.0"
"approximated_6fd2fe50-6a87-4463-ae9c-45cc14347b80_oTransport.owl_functional.owl","1208.0","5025","1.3693855551563061","1101","2.3731953870731366","0.13130818226359628","2648","122","0","0.09280138768430182","0.0","0.0","299","413","0","0","5","5","0","0","0.9644694927713796","0.9457935819601041","99","0.015384615384615385","100","0","0","1226","1.1298383145516904","63","4612","1.560264576188143","88","6369","1.4162175404213622","9","5781","0.0","0","0","1.2694757471827536","9","5182","145","0.2705","0","0.0000","63","0.1175","0","0.0000","0","0.0000","328","0.6119","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","258","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","212","0","0","0","0","0","5","0.01937984496124031","1.0"
"approximated_0294e2a0-f4dd-4512-9757-ec1833a54899_erver2codo.owl_functional.owl","159.0","333","1.883445945945946","238","2.3699165495379124","0.6456692913385826","553","119","0","0.6336088154269972","0.0","0.0","164","165","0","0","8","7","0","0","0.8947368421052632","0.8898071625344353","72","0.11980033277870217","55","0","0","70","0.952755905511811","23","363","1.6535433070866141","138","630","2.267716535433071","8","864","0.0","0","0","1.6220472440944882","8","618","40","0.1626","0","0.0000","0","0.0000","0","0.0000","0","0.0000","206","0.8374","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","141","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","43","0","0","0","0","0","13","0.09219858156028368","1.0"
"approximated_9121f541-8565-4262-9626-9b36228e2c42_semantics.owl_functional.owl","350.0","758","2.4646581691772886","129","2.3358388242329884","0.44390243902439025","1282","91","0","0.2608695652173913","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","573","0","0","565","1.1219512195121952","18","230","6.775609756097561","240","1389","2.2243902439024392","4","456","0.0","0","0","1.6243902439024391","3","333","0","0.0000","0","0.0000","32","0.3516","0","0.0000","0","0.0000","59","0.6484","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","93","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","51","0","0","0","0","0","14","0.15053763440860216","1.0"
"approximated_c9411cad-c6ba-4c1f-9f18-c6409e3b7505_esg2.owl_functional.owl","492.0","3108","1.0491228070175438","27","0.5823843059259256","0.35064935064935066","154","27","0","0.4426229508196721","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","3","0","0","3023","0.7922077922077922","15","61","40.4025974025974","1397","3111","1.6883116883116882","3","130","0.0","0","0","1.3376623376623376","2","103","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","27","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","35","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","0","0","0","0","0","0","0.0","1.0"
"approximated_4cdfd06c-a1ba-423a-99d9-3da051a0d831_unications.owl_functional.owl","138.0","534","1.386759581881533","74","2.5081913713415926","0.07932692307692307","290","24","0","0.07126948775055679","0.0","0.0","0","0","0","0","0","0","0","0","0.9927710843373494","0.9933184855233853","0","0.0","1","0","0","103","1.0793269230769231","21","449","1.3990384615384615","36","582","1.2548076923076923","4","522","0.0","0","0","1.1754807692307692","4","489","3","0.0909","0","0.0000","0","0.0000","0","0.0000","0","0.0000","30","0.9091","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","55","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","28","0","0","0","0","0","7","0.12727272727272726","1.0"
"72690f9c-cc7d-4ad3-b2ec-4e28a76ffc17_references.owl_functional.owl","124.0","455","2.065913370998117","147","2.414820072747537","0.14339622641509434","566","0","67","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","0","1.1283018867924528","38","598","1.9226415094339622","38","1019","2.069811320754717","4","1097","0.0","0","0","1.2754716981132075","3","676","0","0.0000","0","0.0000","66","0.8684","0","0.0000","0","0.0000","10","0.1316","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_8498e732-306c-439f-811d-f0c8cec22d41_propSpeed.owl_functional.owl","1176.0","4622","1.4337021937487866","919","2.4663770814221224","0.14813761728746092","2766","134","0","0.10207745575788664","0.0","0.0","261","345","0","0","3","3","0","0","0.9613196814562003","0.9446011797896897","143","0.022883661385821732","458","0","0","1152","1.1086152971282344","57","3899","1.577765140744953","89","5549","1.4253625248791584","9","5013","0.0","0","0","1.261017912994029","9","4435","136","0.2610","0","0.0000","57","0.1094","0","0.0000","0","0.0000","328","0.6296","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","482","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","413","0","0","0","0","0","8","0.016597510373443983","1.0"
"approximated_c40dc958-2379-4693-993e-adb018c6dd21_matrAerosol.owl_functional.owl","1132.0","4606","1.3877271838968146","912","2.392464408359864","0.1435502283105023","2510","131","0","0.09982037464716449","0.0","0.0","236","316","0","0","5","5","0","0","0.9637453611190409","0.9468822170900693","146","0.024333333333333332","227","0","0","1135","1.1121575342465753","58","3897","1.5759132420091324","89","5522","1.4200913242009132","9","4976","0.0","0","0","1.259988584474886","9","4415","127","0.2525","0","0.0000","58","0.1153","0","0.0000","0","0.0000","318","0.6322","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","478","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","407","0","0","0","0","0","8","0.016736401673640166","1.0"
"approximated_1fdfb0ed-7b71-4515-bf0f-384a3f32a682_matrRock.owl_functional.owl","1132.0","4606","1.3877271838968146","912","2.392464408359864","0.1435502283105023","2510","131","0","0.09982037464716449","0.0","0.0","236","316","0","0","5","5","0","0","0.9637453611190409","0.9468822170900693","146","0.024333333333333332","227","0","0","1135","1.1121575342465753","58","3897","1.5759132420091324","89","5522","1.4200913242009132","9","4976","0.0","0","0","1.259988584474886","9","4415","127","0.2525","0","0.0000","58","0.1153","0","0.0000","0","0.0000","318","0.6322","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","478","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","407","0","0","0","0","0","8","0.016736401673640166","1.0"
"530f80c8-cdfb-47c1-a1be-1a2d0abee680_nnotations.owl_functional.owl","174589.0","350608","2.2403677265531985","289523","2.1702561624011607","0.9136697988482799","1201262","0","0","1.0","0.0","0.0","293195","337936","7144","0","42","42","14","0","1.0","1.0","0","0.0","0","0","0","292198","0.4958267155275168","42526","335281","2.2762412637569023","42526","1539208","2.775967678488508","177","1877126","0.0","0","0","1.428156508519593","177","965728","0","0.0000","0","0.0000","294514","0.4767","0","0.0000","0","0.0000","323315","0.5233","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","33","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_272bbe94-ce2d-4441-a87a-c1c3f30e2c70_ontinental.owl_functional.owl","1132.0","4606","1.3877271838968146","912","2.392464408359864","0.1435502283105023","2510","131","0","0.09982037464716449","0.0","0.0","236","316","0","0","5","5","0","0","0.9637453611190409","0.9468822170900693","146","0.024333333333333332","227","0","0","1135","1.1121575342465753","58","3897","1.5759132420091324","89","5522","1.4200913242009132","9","4976","0.0","0","0","1.259988584474886","9","4415","127","0.2525","0","0.0000","58","0.1153","0","0.0000","0","0.0000","318","0.6322","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","478","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","407","0","0","0","0","0","8","0.016736401673640166","1.0"
"approximated_faed02de-541f-43a3-8cc9-9992d7fa6052_cinema.owl_functional.owl","36.0","84","2.104","26","2.558417632688382","0.5394736842105263","138","4","0","0.48148148148148145","0.0","0.0","7","14","0","0","2","2","0","0","0.8","0.7222222222222222","0","0.0","0","0","0","45","0.7105263157894737","18","54","1.644736842105263","35","125","1.868421052631579","3","142","0.0","0","0","1.3289473684210527","2","101","15","0.3659","0","0.0000","0","0.0000","0","0.0000","0","0.0000","26","0.6341","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"2fd696f8-54fa-4e5a-9224-4ddb0fff81ba_onto.rdf_functional.owl","19.0","139","0.9496402877697842","0","1.452208180656125","0.0","0","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","0.0","0","0.0","0","0","0","56","0.0","0","0","5.0","31","55","0.9090909090909091","1","10","0.0","0","0","0.9090909090909091","1","10","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","5","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_e2ea3f60-7908-444d-887f-12c542b5a858_ssOntology.owl_functional.owl","47.0","138","1.532967032967033","42","2.6340864110497293","0.4878048780487805","107","40","0","0.6231884057971014","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","1","0.0055248618784530384","3","0","0","42","0.8414634146341463","11","69","1.8780487804878048","40","154","2.024390243902439","3","166","0.0","0","0","1.5","2","123","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","40","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","58","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","7","0","0","0","0","0","4","0.06896551724137931","1.0"
"approximated_kb-owl-syntax-unraveled-depth-3-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl","3143.0","7938","2.2194485517961207","10669","3.067426890467841","0.33560735266249764","14192","219","0","0.5722775639574372","0.0","0.0","8715","12203","0","0","35","35","0","0","1.0","1.0","1089","0.0591719191480113","172","0","0","634","1.6740572294864506","221","17668","2.077316657191586","221","21924","2.346408944476028","36","24764","0.0","0","0","2.0108015918135305","36","21222","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","3542","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","309","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","22","0","0","0","0","0","17","0.05501618122977346","1.0"
"e31e4754-655e-48fa-83dc-6076b77b0c4d_us_functional.owl","48.0","146","1.2671232876712328","0","2.0999967711996095","0.0","39","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","87","0.4576271186440678","11","27","2.610169491525424","25","154","1.4067796610169492","2","83","0.0","0","0","0.9830508474576272","1","58","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_67e62d0d-d5f8-4277-b0c4-2bb54f46a7a2_russ.owl_functional.owl","703.0","1023","4.2984496124031","15","3.167839004168412","0.09375","3406","9","0","0.1134020618556701","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","3393","0","0","906","1.0104166666666667","12","97","10.541666666666666","143","1012","1.2395833333333333","3","119","0.0","0","0","1.1458333333333333","3","110","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","9","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","30","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","22","0","0","0","0","0","0","0.0","1.0"
"approximated_de9aaa9d-efd2-45ae-9292-b4487717df80_epairBlast.owl_functional.owl","45.0","148","1.7135416666666667","43","2.755494767048204","0.3826086956521739","141","40","0","0.39622641509433965","0.0","0.0","0","0","0","0","0","0","0","0","0.9824561403508771","0.9811320754716981","0","0.0","8","0","0","31","0.9217391304347826","12","106","2.1043478260869564","40","242","2.260869565217391","5","260","0.0","0","0","1.3652173913043477","4","157","2","0.0455","0","0.0000","0","0.0000","0","0.0000","0","0.0000","42","0.9545","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","46","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","5","0","0","0","0","0","0","0.0","1.0"
"approximated_c1e556d7-2c6d-41a8-a44e-6baa8fe1b499_ology1.2.0.owl_functional.owl","266.0","988","1.4291958041958042","224","2.4123938731696994","0.40414507772020725","497","12","0","0.4446902654867257","0.0","0.0","267","338","0","0","7","7","0","0","0.9896103896103896","0.9823008849557522","0","0.0","0","0","0","658","1.1709844559585492","29","452","3.562176165803109","48","1375","1.9818652849740932","11","765","0.0","0","0","1.577720207253886","11","609","4","0.0256","0","0.0000","0","0.0000","0","0.0000","0","0.0000","152","0.9744","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","100","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_39b18d32-9767-4538-8dc6-decf5fefaad5_geol.owl_functional.owl","599.0","2319","1.437862950058072","661","2.5148143731908426","0.11412078152753108","1711","111","0","0.06134040136312003","0.0","0.0","16","26","0","0","3","3","0","0","0.9733451799200356","0.9689511548655813","6","0.0019274012206874397","6","0","0","150","1.1727353463587922","66","2641","1.358348134991119","66","3059","1.4365008880994672","11","3235","0.0","0","0","1.2930728241563054","11","2912","60","0.2335","0","0.0000","66","0.2568","0","0.0000","0","0.0000","131","0.5097","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","181","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","136","0","0","0","0","0","7","0.03867403314917127","1.0"
"approximated_1adb0316-7fd5-4a60-8e36-062fa07f2d0f_units.owl_functional.owl","44.0","125","2.2030075187969924","10","2.9084211907789133","0.36363636363636365","160","8","0","0.4","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","103","0.9090909090909091","3","20","5.954545454545454","42","131","1.7727272727272727","3","39","0.0","0","0","1.4090909090909092","2","31","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","8","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","8","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"9fed2f94-b2f5-4624-9a13-25843f7d1dc1_onto.rdf_functional.owl","36.0","226","0.9646017699115044","0","1.5272074832694797","0.0","0","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","56","0.8939393939393939","6","59","1.7272727272727273","31","114","0.9848484848484849","1","65","0.0","0","0","0.9848484848484849","1","65","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","6","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_835f8828-32c2-45fc-af57-5e6834d4e372_nlessRatio.owl_functional.owl","1203.0","4721","1.437928408225438","926","2.4683320171318512","0.14749012972363226","2838","134","0","0.10170353419781338","0.0","0.0","261","345","0","0","3","3","0","0","0.9613540197461213","0.9445715738621917","143","0.022301933873986275","492","0","0","1222","1.1091370558375635","57","3933","1.598984771573604","91","5670","1.4244218838127467","9","5051","0.0","0","0","1.2608573040045121","9","4471","137","0.2620","0","0.0000","57","0.1090","0","0.0000","0","0.0000","329","0.6291","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","484","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","414","0","0","0","0","0","8","0.01652892561983471","1.0"
"f45812d8-8ea9-472a-8b02-aabd7948e6f4_GenreCS.owl_functional.owl","121.0","750","0.9973333333333333","0","1.4012360830625739","0.0","0","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","373","0.9786666666666667","90","367","1.9733333333333334","91","740","0.9973333333333333","1","374","0.0","0","0","0.9973333333333333","1","374","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","1.0000","1","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","1","0","0.0","1.0"
"approximated_f2669fef-2edd-40b8-8a8d-207448a70329_sfb632.owl_functional.owl","41.0","289","1.0953947368421053","18","1.9905539249503876","0.09554140127388536","29","18","0","0.11688311688311688","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","10","0","0","131","0.9808917197452229","19","154","1.929936305732484","19","303","1.2038216560509554","4","189","0.0","0","0","1.10828025477707","3","174","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","15","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","16","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","10","0","0","0","0","0","0","0.0","1.0"
"approximated_a53cade5-cd71-4383-87ac-a1769c449c6a_opPressure.owl_functional.owl","1176.0","4622","1.4337021937487866","919","2.4663770814221224","0.14813761728746092","2766","134","0","0.10207745575788664","0.0","0.0","261","345","0","0","3","3","0","0","0.9613196814562003","0.9446011797896897","143","0.022883661385821732","458","0","0","1152","1.1086152971282344","57","3899","1.577765140744953","89","5549","1.4253625248791584","9","5013","0.0","0","0","1.261017912994029","9","4435","136","0.2610","0","0.0000","57","0.1094","0","0.0000","0","0.0000","328","0.6296","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","482","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","413","0","0","0","0","0","8","0.016597510373443983","1.0"
"approximated_12034599-06d7-45ff-ba6c-5cdd30b0eff5_matrWater.owl_functional.owl","1135.0","4621","1.3916504854368932","919","2.3980693005200058","0.14813761728746092","2549","134","0","0.10207745575788664","0.0","0.0","261","345","0","0","3","3","0","0","0.9613196814562003","0.9446011797896897","143","0.02371082739180899","241","0","0","1152","1.1086152971282344","57","3899","1.577765140744953","89","5549","1.4253625248791584","9","5013","0.0","0","0","1.261017912994029","9","4435","136","0.2610","0","0.0000","57","0.1094","0","0.0000","0","0.0000","328","0.6296","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","481","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","413","0","0","0","0","0","8","0.016632016632016633","1.0"
"approximated_00412d8c-f97f-4e3d-b184-9a8133e74e61_phenWave.owl_functional.owl","1175.0","4607","1.4322000781555295","912","2.464904257277132","0.1435502283105023","2738","131","0","0.09982037464716449","0.0","0.0","236","316","0","0","5","5","0","0","0.9637453611190409","0.9468822170900693","146","0.023438754214159575","455","0","0","1135","1.1121575342465753","58","3897","1.5759132420091324","89","5522","1.4200913242009132","9","4976","0.0","0","0","1.259988584474886","9","4415","127","0.2525","0","0.0000","58","0.1153","0","0.0000","0","0.0000","318","0.6322","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","479","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","407","0","0","0","0","0","8","0.016701461377870562","1.0"
"578afe61-b0d6-45fb-a418-a2c553052fe5_rieKrankheiten_functional.owl","60.0","252","1.3571428571428572","0","1.7519182100084578","0.0","90","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","183","0.8157894736842105","27","31","5.578947368421052","100","212","1.7105263157894737","2","65","0.0","0","0","0.9736842105263158","1","37","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","12","0.4444","15","0.5556","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","19","0","0","0","24","6","0","0.0","1.0"
"approximated_44349f78-c3a8-4c00-be5d-c7978847bcdd_mplegraph1.owl_functional.owl","95.0","377","1.645083932853717","31","2.6787217598487847","0.099601593625498","283","7","0","0.09053497942386832","0.0","0.0","20","26","0","0","4","3","0","0","1.0","1.0","18","0.03231597845601436","164","0","0","81","0.9681274900398407","55","243","1.4262948207171315","55","358","1.2310756972111554","4","309","0.0","0","0","1.1195219123505975","3","281","0","0.0000","0","0.0000","3","0.1200","0","0.0000","0","0.0000","22","0.8800","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","85","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","79","0","0","0","0","0","16","0.18823529411764706","1.0"
